Name,Overall Place,Number of Events,Skadi's Chase Points,Hiihto Relay Points,First Chance Points,LL Challenge Points,Mount Ashwabay Points,City of Lakes Loppet Points,Vasaloppet Points,Pepsi Challenge Points,Ski North Ultra Points,Series Points
Danny Whipple,1049,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Danny Walsh,1050,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Daniel Texidor,1051,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Daniel Sennes,1052,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Daniel Schmit,1053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Daniel Robin,1054,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Daniel Joda,1055,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Daniel Freedman,1056,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Daniel Carlson,1057,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dan Wheeler,1058,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Dan Vlieger,1059,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dan Schuetz,1060,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Dan Muckala,1061,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Dan Mossing,1062,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Dan Hushagen,1063,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dale Gentry,1064,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dakota Dale,1065,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Cyrus Raivo,1066,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Curt Frank,1067,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Craig Huhtala,1068,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Craig Dodson,1069,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Cooper Sinning,1070,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Connor Preston,1071,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Connor Holm,1072,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Conner Morari,1073,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Colin Watkins,1074,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Cole Long,1075,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Cody Zelmer,1076,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Chuck Nelson,1077,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Chuck Flanders,1078,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Christopher Ziegler,1079,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Christopher Sorensen,1080,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Christopher Hall,1081,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Christopher Fragoso,1082,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Christopher Coffey,1083,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Chris Morris,1084,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Chris Hegg,1085,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Chris Halverson,1086,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Chris Dums,1087,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Chris Bowman,1088,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Chip Small,1089,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Chip Gerdin,1090,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Chip Berniard,1091,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Charles Burkhardt,1092,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Chad Ricklefs,1093,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Cedar Lynch,1094,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Carter Sura,1095,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Carter Long,1096,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Carson Gilbertson,1097,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Calvin Dawson,1098,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Bryce Crotteau,1099,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Bryan Harwood,1100,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Bruce Stone,1101,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Bruce Macgibbon,1102,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Bruce Fiedler,1103,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brooks Nelson,1104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Brian Winger,1105,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brian Tochterman,1106,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Brian Sullivan,1107,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brian Rhode,1108,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Brian Kingery,1109,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brett Smith,1110,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brenton Smith,1111,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Brent Schultz,1112,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brent Nistler,1113,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brent Murcia,1114,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Brendan Londergan,1115,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brant Kochsiek,1116,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brant Dalton,1117,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Brandan Burger,1118,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Braedon Krisko,1119,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Bradyn Keller,1120,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Brad Skillicorn,1121,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Bob Mckenzie,1122,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Bob Kilgore,1123,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Blair Anderson,1124,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Bill Mckinney,1125,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Bill Field,1126,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Bill Callas,1127,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Bill Bussey,1128,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Bernt Snuggerud,1129,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Benjamin Menk,1130,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Benjamin Martin,1131,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Benjamin Destefanis,1132,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Benjamin Deatherage,1133,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Ben Sanftner,1134,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ben Koenig,1135,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ben Janke,1136,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ben Gustafson,1137,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ben Anderson,1138,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Beckett Kroll,1139,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Beckett Cameron,1140,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Beau Larson,1141,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Barry Gustafson,1142,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Austin Johnson,1143,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Austin Back,1144,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Arthur Hickman,1145,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Arpad Nagy,1146,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Archie Ecker,1147,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Anthony Pavkovich,1148,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Anthony Ludwig,1149,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ansel Streier,1150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Andrew Webster,1151,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Weber,1152,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Wallin,1153,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Andrew Wall,1154,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Seliga,1155,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Schakel,1156,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Renier,1157,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Andrew Jauhola,1158,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Hall,1159,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Andrew Goyke,1160,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Andrew Goodman-Bacon,1161,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Andrew Garcia,1162,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Dial,1163,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Centanni,1164,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andrew Brown,1165,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Andre L,1166,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Anders Kvalseth,1167,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Anders Bettendorf,1168,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Alexander Spencer,1169,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Alexander Delegard,1170,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Alexander Bertonneau,1171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Alex Williams,1172,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Alex Teeter,1173,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Alex Lelwica,1174,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Alex Larson,1175,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Alex Espe,1176,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Alex Delegard,1177,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Alex Berg,1178,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Aksel Olson,1179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Aistis Tumas,1180,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Aiden van Straten,1181,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Aidan Lee,1182,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Aidan Casey,1183,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Adrian Rausch,1184,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Adam van Straten,1185,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Adam Zais,1186,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Adam Swank,1187,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Adam Griebie,1188,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Adam Gastonguay,1189,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Adam Burnett,1190,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Abram Peterson-Webster,1191,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Abijah Schultz,1192,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Aaron Delaundreau,1193,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Aaron Bartnik,1194,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Aaron Avenido,1195,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
